AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43,filename,emotion
0.3280100524425506,0.449398934841156,0.2728780806064605,0.3734855651855469,0.228063628077507,0.0,0.3441715240478515,0.0105927689000964,1.0,0.1167899593710899,0.4215572476387024,0.3052544295787811,0.6031782627105713,0.0,0.7468979358673096,0.525336742401123,0.9386200904846193,0.1373656243085861,0.133237287402153,0.5125101208686829,train_03767_aligned.jpg,1
0.4084686636924743,0.3006824553012848,0.1139272674918174,0.3057045936584472,0.2800591289997101,1.0,0.3064926862716675,0.2200626730918884,0.0,0.1105487719178199,0.3169235587120056,0.4330806732177734,0.342069149017334,1.0,0.3474785685539245,0.413372278213501,0.718959629535675,0.4068483710289001,0.2344797849655151,0.588171124458313,train_04345_aligned.jpg,1
0.4723658859729767,0.5778807401657104,0.3853137195110321,0.2783606350421905,0.2386323660612106,1.0,0.3998976349830627,0.0664892941713333,0.0,0.1003627851605415,0.3576313257217407,0.0643866211175918,0.4046566188335418,1.0,0.6344649791717529,0.444968581199646,0.323515236377716,0.1070263609290123,0.0738124325871467,0.2026983499526977,train_03799_aligned.jpg,1
0.3445511162281036,0.1882451176643371,0.3129538595676422,0.395547479391098,0.1898136436939239,0.0,0.2880179584026336,0.0034546167589724,0.0,0.1264708489179611,0.272196501493454,0.2779995501041412,0.5071343779563904,0.0,0.4513991773128509,0.5684531331062317,0.704372763633728,0.2789972424507141,0.3946041464805603,0.3455865085124969,train_00864_aligned.jpg,1
0.4694658815860748,0.5053662061691284,0.2287907749414444,0.3060532212257385,0.204751655459404,0.0,0.3379469215869903,0.7232086658477783,0.0,0.2074484080076217,0.5829238891601562,0.6317362189292908,0.5180744528770447,0.0,0.5285325646400452,0.6605172753334045,0.0367154851555824,0.1107786744832992,0.435438871383667,0.3601331710815429,train_05526_aligned.jpg,1
0.47757288813591,0.4430872797966003,0.368062287569046,0.3072518706321716,0.4272884130477905,1.0,0.4252573549747467,0.1831182390451431,0.0,0.6362295746803284,0.5264508128166199,0.2679490745067596,0.428924024105072,0.0,0.5920127630233765,0.4709747731685638,0.0736834332346916,0.0603251308202743,0.1630376130342483,0.4415830373764038,train_07113_aligned.jpg,1
0.4977054893970489,0.5002993941307068,0.3059653043746948,0.4870087504386902,0.2018317580223083,0.0,0.2560255527496338,0.024631667882204,1.0,0.4543572962284088,0.4428053796291351,0.4155710339546203,0.506164014339447,0.0,0.5430598258972168,0.6238329410552979,0.0289369244128465,0.1546350121498108,0.246593564748764,0.3284903764724731,train_00278_aligned.jpg,1
0.3447393774986267,0.3838880360126495,0.3971004784107208,0.289365291595459,0.5528619885444641,0.0,0.5049527287483215,0.021715709939599,0.0,0.5734405517578125,0.3905892968177795,0.5720469355583191,0.3647058606147766,0.0,0.56399005651474,0.2612438499927521,0.3373811841011047,0.1356603503227234,0.0760485231876373,0.3239360153675079,train_08426_aligned.jpg,1
0.3427286148071289,0.538737416267395,0.2018511593341827,0.4933391213417053,0.2948619127273559,0.0,0.3503070473670959,0.0448958165943622,1.0,0.1628210395574569,0.3633727431297302,0.3749364018440246,0.4885160326957702,0.0,0.3442802131175995,0.5463671684265137,0.6747007966041565,0.1939559876918792,0.6190606951713562,0.2388702481985092,train_01978_aligned.jpg,1
0.4658845961093902,0.4807030856609344,0.2399452030658722,0.2906863391399383,0.6263402104377747,0.0,0.3540605008602142,0.2546172738075256,0.0,0.6560712456703186,0.567402720451355,0.2287003248929977,0.3081909418106079,1.0,0.6126526594161987,0.0509049519896507,0.9989176988601683,0.8736870288848877,0.0448082201182842,0.2715305984020233,train_06054_aligned.jpg,1
0.328907698392868,0.3689077198505401,0.5979885458946228,0.3237625062465668,0.2442678660154342,0.0,0.4125681221485138,0.034120887517929,0.0,0.1828318238258361,0.4561173319816589,0.2876864075660705,0.4347566068172455,0.0,0.3863847553730011,0.400435209274292,0.7683972120285034,0.0953887775540351,0.1274072229862213,0.4224890172481537,train_05202_aligned.jpg,1
0.4295922219753265,0.2995211482048034,0.5030995607376099,0.286817342042923,0.2058553695678711,1.0,0.3495787680149078,0.0459258258342742,0.0,0.1451347172260284,0.3629129230976105,0.246408075094223,0.4592640101909637,0.0,0.451924204826355,0.4769799411296844,0.9210318326950072,0.274993747472763,0.4429250955581665,0.4622172117233276,train_07380_aligned.jpg,1
0.4525648355484009,0.4279420971870422,0.1007813736796379,0.3695487976074219,0.1590219289064407,0.0,0.2215583771467209,0.0520336963236331,0.0,0.1094736903905868,0.1768562793731689,0.3510124683380127,0.473299115896225,0.0,0.2853058874607086,0.3252993524074554,0.3194330632686615,0.259249597787857,0.5314207673072815,0.2529433071613312,train_06763_aligned.jpg,1
0.5942776799201965,0.5966623425483704,0.1698422282934188,0.457628458738327,0.1586354672908783,0.0,0.2591197490692138,0.0059403795748949,1.0,0.0879886597394943,0.2856841385364532,0.1242637857794761,0.4507457315921783,0.0,0.3406091630458832,0.2900131046772003,0.8680185079574585,0.3167123794555664,0.2264384925365448,0.4713719189167022,train_07348_aligned.jpg,1
0.3432610630989074,0.2866465747356415,0.165999636054039,0.3301324546337127,0.2560680508613586,0.0,0.4519702792167663,0.3044275939464569,0.0,0.1648496091365814,0.4019805788993835,0.1825068742036819,0.4773809015750885,0.0,0.2182780504226684,0.3412932753562927,0.9175759553909302,0.2137013226747512,0.18366140127182,0.5188247561454773,train_08200_aligned.jpg,1
0.388418585062027,0.3117391765117645,0.1400537937879562,0.2865328192710876,0.4713125228881836,1.0,0.3114155530929565,0.15642049908638,1.0,0.2602377533912658,0.7003702521324158,0.6023146510124207,0.5307334065437317,0.0,0.5579055547714233,0.6302757859230042,0.261828064918518,0.1099384352564811,0.2218627631664276,0.4657042622566223,train_01688_aligned.jpg,1
0.3028838038444519,0.3048171103000641,0.2930499911308288,0.268871933221817,0.5959281921386719,0.0,0.3005422353744507,0.9832670092582704,1.0,0.6953760385513306,0.5552472472190857,0.1121327951550483,0.4451574683189392,0.0,0.4132767021656036,0.3940677940845489,0.7645099759101868,0.0209093131124973,0.301682561635971,0.4125234484672546,train_04601_aligned.jpg,1
0.4183233380317688,0.2839540839195251,0.1065174266695976,0.3134607970714569,0.7720360159873962,1.0,0.4028218984603882,0.9840880632400512,1.0,0.8858906030654907,0.4864662289619446,0.2405479699373245,0.2316018044948578,1.0,0.1316391974687576,0.0445577725768089,0.999975323677063,0.6889318823814392,0.0941102132201194,0.5995073914527893,train_04214_aligned.jpg,1
0.4254517257213592,0.4139406383037567,0.5124941468238831,0.4010616242885589,0.2663995921611786,1.0,0.4705226719379425,0.0327392593026161,0.0,0.1243700385093689,0.4735851585865021,0.1739284694194793,0.4492570757865906,0.0,0.5983394384384155,0.5505396723747253,0.2500756382942199,0.0727627128362655,0.1663620769977569,0.27006995677948,train_08031_aligned.jpg,1
0.3461785316467285,0.3340250551700592,0.4504201710224151,0.307763010263443,0.3046509921550751,1.0,0.4384077489376068,0.9301602840423584,1.0,0.2054208517074585,0.461020827293396,0.7847356796264648,0.2632578313350677,1.0,0.3850658535957336,0.2159765362739563,0.9953110814094543,0.3528251051902771,0.0636423379182815,0.5074568390846252,train_05035_aligned.jpg,1
0.4026886224746704,0.4569027721881866,0.5120120644569397,0.4198643267154693,0.2747275233268738,1.0,0.3204391300678253,0.1422608196735382,0.0,0.2382821887731552,0.5109313726425171,0.2146671861410141,0.550840437412262,0.0,0.373166412115097,0.6411536335945129,0.5587969422340393,0.1429413259029388,0.4022204577922821,0.3741456866264343,train_06968_aligned.jpg,1
0.3888572454452514,0.5031997561454773,0.1543233841657638,0.3706495463848114,0.2363766729831695,0.0,0.5468530654907227,0.0464279912412166,1.0,0.1992926001548767,0.6998096108436584,0.3389753401279449,0.5216962099075317,0.0,0.710040807723999,0.446721613407135,0.4165029525756836,0.0471652448177337,0.486975222826004,0.1052605062723159,train_04698_aligned.jpg,1
0.4206023812294006,0.4330661296844482,0.2796902656555176,0.4368699491024017,0.2190613150596618,0.0,0.2923826873302459,0.0030717740301042,0.0,0.1343270540237426,0.2815034091472626,0.2725296318531036,0.4167944192886352,0.0,0.4461176097393036,0.376177042722702,0.6906257271766663,0.1541670858860016,0.2353475838899612,0.4527475535869598,train_00851_aligned.jpg,1
0.4635972082614898,0.3451029360294342,0.7442640662193298,0.2849923074245453,0.37061408162117,1.0,0.3684419989585876,0.0115754753351211,0.0,0.1605067700147628,0.3949330151081085,0.4573843479156494,0.3400508463382721,1.0,0.3482848703861236,0.3659766018390655,0.0575815550982952,0.0747966393828392,0.274192601442337,0.8693899512290955,train_01122_aligned.jpg,1
0.5277531743049622,0.4876085519790649,0.328814834356308,0.2957300245761871,0.162757396697998,0.0,0.263801634311676,0.093991033732891,0.0,0.1129225865006446,0.4067215621471405,0.2425907105207443,0.4716455340385437,1.0,0.6855566501617432,0.3680035769939422,0.9381641745567322,0.136267751455307,0.0452012680470943,0.3064862489700317,train_02720_aligned.jpg,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train_07263_aligned.jpg,1
0.2516331970691681,0.1089000776410102,0.5434197187423706,0.2768528461456299,0.1602132022380828,0.0,0.3870464563369751,0.2070798873901367,1.0,0.1128223836421966,0.498462826013565,0.5387083292007446,0.5826669335365295,0.0,0.3623700439929962,0.538813054561615,0.0923539623618125,0.0864039734005928,0.2839407324790954,0.1643088459968567,train_04101_aligned.jpg,1
0.321774423122406,0.3208429217338562,0.3666827976703644,0.2810463011264801,0.706095278263092,1.0,0.4458188712596893,0.3934290707111358,1.0,0.6815899014472961,0.5762755274772644,0.2056651264429092,0.5481236577033997,0.0,0.3543266355991363,0.281874269247055,0.5535179972648621,0.3140093684196472,0.1986806541681289,0.4583929777145386,train_00520_aligned.jpg,1
0.4567123651504516,0.3935015201568603,0.2733681499958038,0.3583373725414276,0.3160663545131683,1.0,0.3349038660526275,0.2279953360557556,1.0,0.2415548264980316,0.3884739875793457,0.3272883892059326,0.4601195156574249,1.0,0.3959677219390869,0.3156830966472626,0.9799163341522216,0.1187275573611259,0.1983900964260101,0.2056564539670944,train_04843_aligned.jpg,1
0.5109255313873291,0.4562239348888397,0.4426376223564148,0.3717080056667328,0.204300507903099,0.0,0.3594746887683868,0.9498465657234192,0.0,0.0953308716416359,0.2934952080249786,0.6783322691917419,0.4908030331134796,1.0,0.4126840829849243,0.3265041708946228,0.9469009637832642,0.3897002339363098,0.1723410040140152,0.2663491666316986,train_08513_aligned.jpg,1
0.2767361402511596,0.3372947573661804,0.3632768094539642,0.3664858937263489,0.1979574710130691,0.0,0.305661141872406,0.3464874029159546,0.0,0.2672467827796936,0.3017636835575104,0.2630566358566284,0.2411879003047943,1.0,0.6022931933403015,0.0626064911484718,0.99900084733963,0.4681859910488128,0.0424632839858531,0.2942392826080322,train_07029_aligned.jpg,1
0.4989360570907593,0.315671294927597,0.3407952487468719,0.4091711044311523,0.1585353910923004,1.0,0.5234468579292297,0.0954737514257431,0.0,0.1942922472953796,0.5685014128684998,0.5752136707305908,0.4361788332462311,0.0,0.3083182275295257,0.4224735498428345,0.1179524064064025,0.0189319495111703,0.3514926731586456,0.2273094058036804,train_08486_aligned.jpg,1
0.401002287864685,0.3714855909347534,0.5942044258117676,0.3142297267913818,0.1723973155021667,0.0,0.3521150946617126,0.03419940918684,1.0,0.1303205490112304,0.6360467672348022,0.410941332578659,0.4961911737918854,0.0,0.3403944373130798,0.5506067872047424,0.5066893696784973,0.269981324672699,0.3536525666713714,0.248675137758255,train_07448_aligned.jpg,1
0.5247232913970947,0.3742994666099548,0.3454580307006836,0.4381735324859619,0.2350588738918304,0.0,0.2506613731384277,0.0542162843048572,0.0,0.116475909948349,0.3565739691257477,0.1420430541038513,0.4623374342918396,0.0,0.5205007195472717,0.4344217777252197,0.1078124791383743,0.1003721132874488,0.2535857260227203,0.2486699968576431,train_08794_aligned.jpg,1
0.2363823652267456,0.1292012482881546,0.4735921025276184,0.3229451775550842,0.1839912682771682,0.0,0.3236096799373626,0.6346759796142578,0.0,0.1742612719535827,0.4476202726364136,0.1650046706199646,0.5693477392196655,0.0,0.6386805772781372,0.4449651837348938,0.0126171596348285,0.0702823475003242,0.362710952758789,0.1821284741163253,train_05847_aligned.jpg,1
0.4800345599651336,0.6813783049583435,0.1365146338939666,0.3473142087459564,0.1801861077547073,0.0,0.2717367708683014,0.1278572678565979,1.0,0.0832231342792511,0.2225767076015472,0.2193171977996826,0.414140909910202,0.0,0.4348380267620086,0.4149046242237091,0.933594286441803,0.3065294325351715,0.172920748591423,0.3944975137710571,train_05959_aligned.jpg,1
0.414743959903717,0.3938306272029876,0.4404690563678741,0.3648174703121185,0.2052384614944458,0.0,0.412348061800003,0.0388558842241764,1.0,0.1186118572950363,0.3757215738296509,0.3462570607662201,0.4579952955245971,0.0,0.2877938151359558,0.6633795499801636,0.8386502265930176,0.298126071691513,0.2337921410799026,0.4467895627021789,train_00576_aligned.jpg,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train_04961_aligned.jpg,1
0.4135524928569793,0.4223586618900299,0.6108378171920776,0.3014682531356811,0.3675577044486999,0.0,0.4842146337032318,0.0702672824263572,1.0,0.1369043737649917,0.5519430637359619,0.6609979271888733,0.4089685082435608,0.0,0.6923600435256958,0.3704625368118286,0.1637251824140548,0.174065500497818,0.1447815001010894,0.4921227395534515,train_08032_aligned.jpg,1
0.3290788233280182,0.2723169922828674,0.2929816842079162,0.3390215337276459,0.4888496994972229,0.0,0.3661161363124847,0.1619746834039688,0.0,0.3737432658672333,0.675386369228363,0.6209118366241455,0.371167242527008,0.0,0.4006893634796142,0.4681269228458404,0.8951237797737122,0.0975575819611549,0.1290553659200668,0.3400745391845703,train_07408_aligned.jpg,1
0.3671678602695465,0.282002717256546,0.3053653836250305,0.3304116427898407,0.1887378692626953,0.0,0.2636357545852661,0.4371061027050018,0.0,0.1461887061595916,0.3097617030143738,0.3987182676792145,0.5171262621879578,0.0,0.4672516286373138,0.5638056993484497,0.5763190984725952,0.2424441426992416,0.5685477256774902,0.366958349943161,train_04896_aligned.jpg,1
0.3648276329040527,0.4829400181770324,0.2046107947826385,0.257161408662796,0.5751747488975525,1.0,0.2651571929454803,0.5990845561027527,1.0,0.43552365899086,0.4985344707965851,0.3011386096477508,0.2809875011444092,1.0,0.2815282344818115,0.3420079052448272,0.9880487322807312,0.0572649464011192,0.2289668768644333,0.6059145927429199,train_01231_aligned.jpg,1
0.287988930940628,0.3839718997478485,0.3862992823123932,0.385393738746643,0.3678866028785705,0.0,0.3332583904266357,0.5434983372688293,0.0,0.4495947062969208,0.5100798010826111,0.2192085981369018,0.4475425183773041,0.0,0.3320291936397552,0.4629952907562256,0.0741464123129844,0.0700579956173896,0.236405998468399,0.3372871875762939,train_05674_aligned.jpg,1
0.302689790725708,0.2301891893148422,0.5446065068244934,0.2486046254634857,0.3447715640068054,1.0,0.3575019240379333,0.9676737785339355,0.0,0.1547273844480514,0.5272272825241089,0.2962802946567535,0.4410608112812042,0.0,0.4428844153881073,0.5947430729866028,0.0235494971275329,0.0807882919907569,0.3659029603004455,0.4821867048740387,train_07319_aligned.jpg,1
0.6340885162353516,0.7330453395843506,0.1745859831571579,0.4491853713989258,0.140287309885025,0.0,0.2218240350484848,0.0020434141624718,0.0,0.1090680509805679,0.2332640439271927,0.3137692213058471,0.3622186779975891,1.0,0.3173098564147949,0.2153800427913665,0.9986826777458192,0.3294447362422943,0.223467618227005,0.5208899974822998,train_05499_aligned.jpg,1
0.408372700214386,0.3063534498214721,0.6399872303009033,0.4305615723133087,0.172101080417633,0.0,0.2704822719097137,0.6573953628540039,0.0,0.1144346073269844,0.3446036577224731,0.3388617634773254,0.4251903593540191,0.0,0.64750736951828,0.4671333432197571,0.8274180889129639,0.1583469212055206,0.2173795700073242,0.3305454552173614,train_02286_aligned.jpg,1
0.3174674212932586,0.3038512170314789,0.2037287950515747,0.3236940801143646,0.5269755721092224,0.0,0.4073457419872284,0.863395631313324,1.0,0.5753618478775024,0.5047022104263306,0.3382778167724609,0.5000348091125488,0.0,0.4256942868232727,0.3497256636619568,0.253592699766159,0.3635728061199188,0.363095223903656,0.2907930314540863,train_02229_aligned.jpg,1
0.3211424946784973,0.3803792297840118,0.1541355550289154,0.4445855021476745,0.293348103761673,0.0,0.362030029296875,0.279772937297821,1.0,0.3793267011642456,0.5230390429496765,0.1994991898536682,0.5492871403694153,0.0,0.2566713392734527,0.6322035789489746,0.1963233351707458,0.1806118339300155,0.1218041107058525,0.2545270323753357,train_00948_aligned.jpg,1
0.465892881155014,0.3937057554721832,0.3145492672920227,0.3625681102275848,0.2374059706926345,0.0,0.3281360566616058,0.0235109571367502,0.0,0.0944053158164024,0.3812541365623474,0.3919197618961334,0.3772876262664795,0.0,0.4064758419990539,0.3742653131484985,0.2798470258712768,0.038621861487627,0.2437067031860351,0.2147973030805587,train_07875_aligned.jpg,1
0.4128381907939911,0.3313004374504089,0.3416986763477325,0.3240588009357452,0.786965012550354,1.0,0.3780455291271209,0.617796778678894,0.0,0.7321518063545227,0.5999494791030884,0.3098502159118652,0.4724979102611542,1.0,0.4283249080181122,0.1895738989114761,0.9966834187507628,0.6444007754325867,0.117456629872322,0.4980736374855041,train_03843_aligned.jpg,1
0.407177209854126,0.5584684610366821,0.3267109394073486,0.2951995432376861,0.2675124704837799,0.0,0.3625091910362243,0.4362906813621521,0.0,0.1489545255899429,0.2028059512376785,0.4074263870716095,0.4383840262889862,1.0,0.6202753782272339,0.2157523781061172,0.9660150408744812,0.378313809633255,0.2911633551120758,0.5475491285324097,train_00966_aligned.jpg,1
0.3753499984741211,0.3821897804737091,0.1473136246204376,0.2976983487606048,0.2411578446626663,1.0,0.3189522624015808,0.758097767829895,1.0,0.1783681064844131,0.4280873835086822,0.1474489569664001,0.4714213907718658,0.0,0.2021621018648147,0.3979607224464416,0.788488507270813,0.1098093762993812,0.1229779869318008,0.2828810811042785,train_07159_aligned.jpg,1
0.4565400779247284,0.2367248982191085,0.3078323900699615,0.4306975901126861,0.1842000186443328,0.0,0.3498476147651672,0.4024889469146728,1.0,0.1642177253961563,0.3277744352817535,0.4710193574428558,0.3273463249206543,0.0,0.3300249278545379,0.3579099774360657,0.3008015155792236,0.0861033201217651,0.1827953159809112,0.1070418283343315,train_06973_aligned.jpg,1
0.3883591890335083,0.3566758036613464,0.2270735949277877,0.4083387851715088,0.6202532649040222,1.0,0.3713370859622955,0.0257651135325431,1.0,0.4020827710628509,0.3290171325206756,0.4302866756916046,0.4081748425960541,1.0,0.57117760181427,0.1181215420365333,0.9965040683746338,0.4371582269668579,0.1000421494245529,0.468487411737442,train_06844_aligned.jpg,1
0.4223205149173736,0.3502601087093353,0.2533676326274872,0.282905638217926,0.5301122665405273,0.0,0.4534859359264374,0.1064324826002121,1.0,0.4468229711055755,0.7059223055839539,0.5789499282836914,0.4443406760692596,0.0,0.4747527837753296,0.5644636154174805,0.3921480774879455,0.1206663697957992,0.4881725609302521,0.3824934959411621,train_03930_aligned.jpg,1
0.4497754871845245,0.4960581362247467,0.3352743685245514,0.4170086681842804,0.2334174364805221,1.0,0.2970379292964935,0.0190743952989578,0.0,0.1671289801597595,0.3970038890838623,0.4942236244678497,0.4982549250125885,0.0,0.4325286746025085,0.5427271723747253,0.5638179183006287,0.1052349060773849,0.4633069634437561,0.3775855302810669,train_04527_aligned.jpg,1
0.4532499015331268,0.2659579813480377,0.3314554989337921,0.3106052875518799,0.279260516166687,0.0,0.4058496057987213,0.160669058561325,1.0,0.1119900569319725,0.5215970873832703,0.5925097465515137,0.4341741800308227,1.0,0.7771426439285278,0.2409388720989227,0.9886960983276368,0.3696503937244415,0.1114595234394073,0.6116834878921509,train_05708_aligned.jpg,1
0.3343927264213562,0.3583115637302398,0.4433858692646026,0.3892244696617126,0.2610448896884918,0.0,0.4323956072330475,0.642309844493866,0.0,0.1327694952487945,0.5477825999259949,0.3820400536060333,0.5274898409843445,0.0,0.3637097477912903,0.413112998008728,0.0358668640255928,0.0911428108811378,0.2259093225002288,0.3657014667987823,train_04500_aligned.jpg,1
0.4684687852859497,0.3900104165077209,0.2896766364574432,0.4015996158123016,0.0916434302926063,0.0,0.2967280149459839,0.0071308817714452,0.0,0.2066968083381652,0.2663528323173523,0.0759292468428611,0.504510760307312,0.0,0.256872296333313,0.5623798370361328,0.953015387058258,0.1545387059450149,0.2507499456405639,0.3158284425735473,train_05351_aligned.jpg,1
0.4604068994522095,0.4143810570240021,0.2455340474843979,0.3960283398628235,0.427647203207016,1.0,0.3027143180370331,0.2664256691932678,0.0,0.562291145324707,0.4971836507320404,0.2840314209461212,0.5345671772956848,0.0,0.5496110320091248,0.5403808355331421,0.0379052497446537,0.122347392141819,0.4180404841899872,0.2736532688140869,train_04003_aligned.jpg,1
0.4019721150398254,0.3044676184654236,0.5196178555488586,0.3929032981395721,0.2512166798114776,0.0,0.3226994574069977,0.0738974437117576,1.0,0.0856800302863121,0.14133021235466,0.4647652804851532,0.3872902393341064,0.0,0.2578662931919098,0.3388953804969787,0.406221330165863,0.1341545134782791,0.2193435430526733,0.365564227104187,train_05212_aligned.jpg,1
0.342927873134613,0.2135091722011566,0.2062448859214782,0.3111172020435333,0.2461030036211013,0.0,0.3406107425689697,0.1433777809143066,0.0,0.1134478226304054,0.373630940914154,0.0716987028717994,0.573853075504303,0.0,0.4403631389141083,0.3711934387683868,0.4852302372455597,0.1982403993606567,0.3674564063549042,0.4953734278678894,train_07510_aligned.jpg,1
0.3517322838306427,0.3139966428279876,0.1862975358963012,0.3926581144332886,0.5667141079902649,1.0,0.359770268201828,0.0385013744235038,0.0,0.6507105827331543,0.4026318788528442,0.2623125314712524,0.3754462599754333,1.0,0.5436003804206848,0.1160384118556976,0.996986448764801,0.3460005223751068,0.2095735222101211,0.4392167627811432,train_02471_aligned.jpg,1
0.5815511345863342,0.4901408553123474,0.2273177355527877,0.408486396074295,0.1489529311656952,1.0,0.2716647684574127,0.6603243947029114,0.0,0.0755840763449668,0.4210131466388702,0.6433576345443726,0.6321992874145508,0.0,0.765640377998352,0.5861564874649048,0.4833162128925323,0.1079508662223815,0.4400904774665832,0.2828296422958374,train_02866_aligned.jpg,1
0.3803396821022033,0.4869312942028045,0.2127030342817306,0.4323291182518005,0.210752785205841,0.0,0.3112104535102844,0.0103537086397409,1.0,0.0779996514320373,0.2821672856807709,0.2483865767717361,0.4510982632637024,0.0,0.6855795979499817,0.1560441255569458,0.9759562015533448,0.4448946714401245,0.1558238714933395,0.264196366071701,train_07414_aligned.jpg,1
0.4457205533981323,0.3393158614635467,0.373512327671051,0.4478848874568939,0.2530792951583862,0.0,0.3076592087745666,0.0538924932479858,1.0,0.1960341483354568,0.2169906795024871,0.18206787109375,0.4547434449195862,0.0,0.3035743534564972,0.2706700265407562,0.8455132842063904,0.1375347077846527,0.3716739416122436,0.2826761603355407,train_05434_aligned.jpg,1
0.3399012982845306,0.2999255061149597,0.3403026461601257,0.3055117726325989,0.5016584992408752,0.0,0.4176853895187378,0.8536685109138489,1.0,0.5514466166496277,0.5923987627029419,0.1317149400711059,0.3454084098339081,0.0,0.2322380393743515,0.4244556128978729,0.7275480031967163,0.2574904561042785,0.1309479624032974,0.599136471748352,train_07976_aligned.jpg,1
0.3941914141178131,0.2905349135398865,0.5883402824401855,0.313911497592926,0.3104705214500427,0.0,0.5149957537651062,0.0837831124663353,1.0,0.2904735803604126,0.6024451851844788,0.6807291507720947,0.3826449811458587,1.0,0.4729004502296448,0.1940771639347076,0.9966287016868592,0.330607920885086,0.2512321472167969,0.2727417945861816,train_01786_aligned.jpg,1
0.310744971036911,0.141653835773468,0.429835170507431,0.3207511007785797,0.6364446878433228,0.0,0.4217559695243835,0.1200440749526023,1.0,0.526614785194397,0.4235285818576813,0.7014413475990295,0.4141823053359985,1.0,0.467383325099945,0.1079314649105072,0.9980168342590332,0.20270736515522,0.1083838120102882,0.809745728969574,train_04108_aligned.jpg,1
